	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	raccogliere l'acqua	3	2	3
1	aprire la scatola	5	5	5
2	raccogliere la frutta	3	4	5
3	raccogliere il grano	2	4	5
4	aprire il cassetto	5	4	5
5	regalare l'anello	5	3	5
6	regalare il biglietto	5	3	5
7	regalare la bottiglia	3	3	2
8	raccogliere il fiore	5	4	5
9	aprire la bottega	4	3	5
10	aprire il pacco	5	5	5
11	raccogliere la legna	5	4	5
12	regalare il fiore	5	3	5
13	aprire la busta	5	5	5
14	aprire il frigo	5	5	5
15	regalare la gioiello	2	3	3
16	aprire il portone	5	5	5
17	aprire la porta	5	5	5
18	regalare la foto	4	4	5
19	aprire il coperchio	5	4	5
20	regalare la collana	5	4	5
21	aprire la finestra	5	5	5
22	raccogliere l'erba	1	1	2
23	raccogliere la moneta	3	5	4
24	raccogliere la palla	3	5	5
25	aprire il portello	3	5	5
