	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	annullare il banchetto	5	4	3
1	organizzare il cenone	5	4	4
2	portare la cena	5	5	5
3	preparare la visita	5	3	4
4	cucinare il pranzo	5	5	5
5	prenotare il cenone	5	4	4
6	annunciare il ritiro	5	3	4
7	preparare la lasagna	5	5	5
8	annunciare il presidente	5	4	4
9	cucinare la colazione	5	5	5
10	cucinare la carne	5	5	5
11	annullare la cena	5	4	4
12	preparare il convegno	5	3	3
13	prenotare l'apertivo	5	3	4
14	organizzare il servizio	5	2	3
15	preparare il panino	5	5	5
16	pagare l'incontro	5	5	4
17	confezionare il pranzo	5	5	5
18	portare la arma	5	5	5
19	annunciare il risultato	5	4	4
20	preparare la festa	5	4	4
21	pagare la gita	5	4	5
22	prenotare il pranzo	5	3	4
23	annunciare il cenone	5	3	4
24	annullare l'apertivo	5	4	4
25	organizzare la campagna	5	2	3
26	pagare la pasta	5	5	5
27	prenotare il posto	5	4	4
28	confezionare la cena	5	5	5
29	organizzare il banchetto	5	4	4
30	annullare l'effetto	5	2	2
31	organizzare l'apertivo	5	4	4
32	confezione il pacco	5	5	5
33	annunciare la decisione	5	3	4
34	cucinare il piatto	5	5	5
35	prenotare il merenda	5	4	4
36	cucinare la cena	5	5	5
37	annullare il decreto	5	2	3
38	preparare il colloquio	5	4	4
39	portare la colazione	5	5	5
40	annunciare la battaglia	5	4	4
41	cucinare la verdura	5	5	5
42	cucinare la merenda	5	5	5
43	pagare il pane	5	5	5
44	confezione il regalo	5	5	5
45	annullare il pranzo	5	4	4
46	annunciare l'arrivo	5	4	4
47	annunciare il pranzo	5	4	4
48	annullare il colazione	5	4	4
49	confezionare l'aperitivo	5	5	4
50	pagare il risotto	5	5	4
51	cucinare la ricetta	5	4	4
52	annullare la decisione	5	3	4
53	portare l'aperitivo	5	5	5
54	cucinare il cibo	5	5	4
55	prenotare l'aereo	5	4	5
56	annullare l'ordinanza	5	3	3
57	preparare la gita	5	4	5
58	prenotare la cena	5	4	4
59	organizzare la cena	5	4	4
60	confezione il vestito	5	5	4
61	organizzare il corso	5	3	4
62	prenotare il volo	5	4	5
63	annullare l'iscrizione	5	4	4
64	confezione la camicia	5	5	4
65	confezione l'abito	5	5	4
66	pagare la visita	5	5	5
67	organizzare la spedizione	5	3	3
68	organizzare il merenda	5	3	4
69	annunciare il voto	5	4	5
70	prenotare il banchetto	5	4	4
71	preparare la pasta	5	4	5
72	pagare il convegno	5	5	4
73	annunciare il ministro	5	4	4
74	prenotare il biglietto	5	4	4
75	preparare il pane	5	5	5
76	portare la firma	5	3	3
77	annullare il cenone	5	4	4
78	annunciare l'intenzione	5	4	4
79	prenotare il banchetto	5	4	4
80	annullare la condanna	5	3	4
81	annullare il merenda	5	3	4
82	portare la mano	5	4	4
83	preparare la pizza	5	5	5
84	cucinare il cenone	5	5	5
85	preparare il risotto	5	5	5
86	portare il nome	5	2	4
87	pagare la lasagna	5	5	4
88	confezionare la colazione	5	5	4
89	portare il pranzo	5	5	4
90	portare l'acqua	5	5	5
91	organizzare il colazione	5	3	4
92	pagare il viaggio	5	5	4
93	preparare l'incontro	5	3	3
94	annunciare la cena	5	3	4
95	pagare la festa	5	5	4
96	portare il peso	5	2	4
97	pagare la pizza	5	5	5
98	organizzare la difesa	5	3	4
99	prenotare l'albergo	5	3	4
100	organizzare l'azione	5	2	3
101	prenotare la camera	5	3	4
102	annunciare l'apertivo	5	3	4
103	confezione il prodotto	5	5	5
104	confezionare la merenda	5	5	5
105	prenotare il treno	5	4	5
106	cucinare il banchetto	5	5	4
107	portare l'attenzione	5	2	3
108	annunciare il banchetto	5	3	4
109	portare il risultato	5	2	4
110	pagare il panino	5	5	5
111	portare la merenda	5	4	4
112	portare l'esempio	5	2	5
113	portare il frutto	5	4	5
114	organizzare il pranzo	5	4	4
115	preparare il viaggio	5	3	4
116	organizzare la giornata	5	3	4
117	prenotare il colazione	5	4	4
