	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	annullare il banchetto	1	4	4
1	organizzare il cenone	3	4	4
2	portare la cena	4	5	5
3	prenotare il merenda	2	5	5
4	cucinare la cena	4	5	5
5	annullare il decreto	1	4	4
6	prenotare la cena	3	5	5
7	organizzare la cena	4	5	5
8	confezionare il vestito	3	5	5
9	annullare l'aperti vo	2	5	5
10	organizzare la campagna	2	4	4
11	pagare la pasta	4	5	5
12	preparare il convegno	1	5	5
13	prenotare l'aperti vo	1	5	5
14	organizzare il servizio	1	3	3
15	organizzare la spedizione	1	4	4
16	organizzare il merenda	3	5	5
17	annunciare il voto	3	5	5
18	preparare il colloquio	4	5	5
19	portare la colazione	4	5	5
20	annullare l'ordinanza	1	3	3
21	preparare la gita	4	5	5
22	annullare il pranzo	2	5	5
23	annunciare il ministro	1	5	5
24	prenotare il biglietto	4	5	5
25	cucinare la verdura	5	5	5
26	cucinare la merenda	3	5	5
27	pagare il pane	5	5	5
28	confezionare il regalo	2	5	5
29	annunciare la battaglia	1	4	4
30	portare l'aperitivo	2	5	5
31	cucinare il cibo	5	5	5
32	prenotare l'aereo	3	5	5
33	organizzare il corso	3	5	5
34	prenotare il volo	3	5	5
35	annullare l'iscrizione	3	5	5
36	cucinare il piatto	5	5	5
37	annullare la cena	2	5	5
38	annunciare il presidente	1	4	4
39	preparare la visita	3	4	4
40	cucinare il pranzo	5	5	5
41	prenotare il cenone	2	5	5
42	annunciare il ritiro	1	5	5
43	cucinare la colazione	5	5	5
44	cucinare la carne	5	5	5
45	pagare la lasagna	2	5	5
46	confezionare la colazione	2	2	5
47	portare il pranzo	3	5	5
48	portare l'acqua	5	5	5
49	organizzare il colazione	3	5	5
50	pagare il viaggio	3	5	5
51	preparare l'incontro	3	5	5
52	prenotare l'albergo	3	5	5
53	organizzare l'azione	2	4	4
54	prenotare la camera	3	5	5
55	annunciare l'aperti vo	1	3	3
56	confezionare il prodotto	2	4	4
57	confezionare la merenda	2	4	4
58	prenotare il treno	3	5	5
59	cucinare il banchetto	2	4	4
60	portare l'attenzione	3	5	5
61	annunciare la decisione	3	5	5
62	annunciare la cena	3	5	5
63	pagare la festa	2	5	5
64	portare il peso	3	3	4
65	pagare la pizza	3	5	5
66	organizzare la difesa	1	3	4
67	preparare la lasagna	3	5	5
68	preparare il pane	3	5	5
69	portare la firma	2	3	3
70	annullare il cenone	3	5	5
71	annunciare l'intenzione	2	4	4
72	prenotare il banchetto	2	5	5
73	annullare la condanna	4	5	5
74	annullare il merenda	2	5	5
75	portare la mano	2	3	3
76	annunciare il risultato	3	5	5
77	preparare la festa	4	5	5
78	pagare la gita	3	5	5
79	prenotare il pranzo	3	5	5
80	annunciare il cenone	2	4	4
81	prenotare il banchetto	3	5	5
82	portare il risultato	3	3	4
83	pagare il panino	4	5	5
84	portare la merenda	3	5	5
85	portare l'esempio	3	5	5
86	portare il frutto	4	5	5
87	organizzare il pranzo	4	5	5
88	preparare il viaggio	3	5	5
89	organizzare la giornata	4	5	5
90	prenotare il colazione	4	5	5
91	preparare il panino	5	5	5
92	pagare l'incontro	2	5	5
93	annunciare il banchetto	2	4	4
94	prenotare il posto	4	5	5
95	confezionare la cena	2	4	4
96	organizzare il banchetto	3	5	5
97	annullare l'effetto	3	3	3
98	organizzare l'aperitivo	2	4	4
99	confezionare il pacco	4	5	5
100	confezionare il pranzo	2	4	4
101	confezionare la camicia	4	5	5
102	confezionare l'abito	4	5	5
103	pagare la visita	3	5	5
104	annullare il colazione	2	5	5
105	confezionare l'aperitivo	2	3	4
106	pagare il risotto	2	5	5
107	cucinare la ricetta	2	5	5
108	annullare la decisione	3	4	4
109	preparare la pasta	3	5	5
110	pagare il convegno	3	5	5
111	annunciare l'arrivo	4	5	5
112	annunciare il pranzo	3	5	5
113	preparare la pizza	4	5	5
114	cucinare il cenone	3	5	5
115	preparare il risotto	4	5	5
116	portare il nome	2	3	4
117	portare la arma	2	4	4
