	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	portare il pacco	3	5	4
1	portare l'abito	5	5	4
2	offrire il viaggio	3	2	2
3	portare il libro	5	5	5
4	annullare l'intervento	5	2	5
5	preparare il concerto	4	3	5
6	confezionare il cibo	3	5	3
7	preparare la mostra	5	4	4
8	annullare il corso	5	2	5
9	portare il pacchtto	3	5	4
10	pagare il concerto	5	4	4
11	portare il fiore	3	5	4
12	portare il piatto	5	5	5
13	confezionare il piatto	2	3	2
14	confezionare la verdura	2	3	2
15	annullare il servizio	5	2	3
16	portare la verdura	4	5	4
17	offrire la festa	4	2	3
18	prenotare la mostra	4	4	4
19	annullare la spedizione	4	3	3
20	offrire la gita	2	3	2
21	portare la camicia	5	5	4
22	confezionare il fiore	2	3	2
23	prenotare il servizio	5	4	3
24	offrire la mostra	2	2	2
25	prenotare l'iscrizione	5	4	4
26	prenotare la spedizione	4	4	4
27	offrire il convegno	3	3	3
28	prenotare l'incontro	5	4	4
29	annullare l'incontro	5	4	5
30	prenotare l'intervento	4	4	4
31	portare il legno	3	5	3
32	prenotare il concerto	5	4	5
33	annullare l'appuntamento	5	4	4
34	confezionare il libro	3	4	2
35	annullare l'iscrizione	5	4	4
36	annullare la mostra	5	4	4
37	confezionare il carne	3	4	2
38	portare il carne	4	5	4
39	organizzare il concerto	5	4	4
40	prenotare l'appuntamento	5	5	4
41	portare il cibo	5	5	5
42	pagare la mostra	4	4	4
43	annullare il concerto	5	4	4
44	organizzare la mostra	4	4	4
45	offrire la vista	1	1	1
46	offrire il concerto	3	2	2
47	prenotare il corso	4	5	4
