	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	annullare il banchetto	4	3	5
1	organizzare il cenone	5	4	4
2	portare la cena	3	4	3
3	prenotare il merenda	2	4	5
4	cucinare la cena	2	3	5
5	annullare il decreto	4	2	4
6	prenotare la cena	4	4	3
7	organizzare la cena	5	4	5
8	confizionare il vestito	3	5	4
9	annullare l'apertivo	4	4	2
10	organizzare la campagna	2	3	3
11	pagare la pasta	4	4	5
12	preparare il convegno	5	5	5
13	prenotare l'apertivo	3	5	4
14	organizzare il servizio	5	4	2
15	organizzare la spedizione	3	5	3
16	organizzare il merenda	2	3	5
17	annunciare il voto	4	2	4
18	preparare il colloquio	4	2	2
19	portare la colazione	3	4	3
20	annullare l'ordinanza	3	3	4
21	preparare la gita	3	4	3
22	annullare il pranzo	3	5	4
23	annunciare il ministro	4	5	4
24	prenotare il biglietto	2	4	3
25	cucinare la verdura	4	3	2
26	cucinare la merenda	4	4	2
27	pagare il pane	4	4	3
28	confizionare il regalo	3	5	3
29	annunciare la battaglia	3	3	4
30	portare l'aperitivo	3	3	4
31	cucinare il cibo	4	4	4
32	prenotare l'aereo	4	5	5
33	organizzare il corso	3	3	4
34	prenotare il volo	2	2	4
35	annullare l'iscrizione	2	4	3
36	cucinare il piatto	4	5	5
37	annullare la cena	5	5	4
38	annunciare il presidente	5	5	3
39	preparare la visita	3	3	2
40	cucinare il pranzo	3	2	5
41	prenotare il cenone	4	4	4
42	annunciare il ritiro	5	4	2
43	cucinare la colazione	4	5	3
44	cucinare la carne	3	3	5
45	pagare la lasagna	2	4	3
46	confizionare la colazione	3	5	3
47	portare il pranzo	4	2	5
48	portare l'acqua	5	2	5
49	organizzare il colazione	3	3	4
50	pagare il viaggio	4	4	3
51	preparare l'incontro	2	5	2
52	prenotare l'albergo	3	3	2
53	organizzare l'azione	4	2	5
54	prenotare la camera	5	2	4
55	annunciare l'apertivo	5	3	4
56	confizionare il prodotto	3	4	3
57	confezionare la merenda	2	5	4
58	prenotare il treno	2	3	2
59	cucinare il banchetto	4	4	4
60	portare l'attenzione	5	5	5
61	annunciare la decisione	3	3	5
62	annunciare la cena	3	3	4
63	pagare la festa	4	3	5
64	portare il peso	5	5	5
65	pagare la pizza	5	5	3
66	organizzare la difesa	3	5	2
67	preparare la lasagna	3	4	4
68	preparare il pane	3	3	3
69	portare la firma	3	5	4
70	annullare il cenone	3	4	5
71	annunciare l'intenzione	5	3	5
72	prenotare il banchetto	5	4	3
73	annullare la condanna	4	4	5
74	annullare il merenda	2	4	6
75	portare la mano	2	5	5
76	annunciare il risultato	3	4	4
77	preparare la festa	3	3	2
78	pagare la gita	4	3	2
79	prenotare il pranzo	4	4	2
80	annunciare il cenone	2	5	5
81	prenotare il banchetto	3	3	5
82	portare il risultato	4	2	4
83	pagare il panino	5	2	2
84	portare la merenda	5	3	3
85	portare l'esempio	2	4	5
86	portare il frutto	2	5	4
87	organizzare il pranzo	2	3	3
88	preparare il viaggio	4	2	2
89	organizzare la giornata	5	3	4
90	prenotare il colazione	2	4	5
91	preparare il panino	2	4	4
92	pagare l'incontro	4	2	3
93	annunciare il banchetto	4	3	5
94	prenotare il posto	3	3	4
95	confezionare la cena	5	3	3
96	organizzare il banchetto	5	4	4
97	annullare l'effetto	3	5	5
98	organizzare l'apertivo	3	3	5
99	confizionare il pacco	5	3	5
100	confizionare il pranzo	3	5	4
101	confizionare la camicia	2	5	2
102	confizionare l'abito	4	5	3
103	pagare la visita	5	3	3
104	annullare il colazione	5	2	3
105	confizionare l'aperitivo	4	3	5
106	pagare il risotto	3	4	4
107	cucinare la ricetta	3	5	2
108	annullare la decisione	5	4	2
109	preparare la pasta	5	3	5
110	pagare il convegno	3	3	4
111	annunciare l'arrivo	3	5	3
112	annunciare il pranzo	4	5	2
113	preparare la pizza	5	3	3
114	cucinare il cenone	3	3	5
115	preparare il risotto	3	3	4
116	portare il nome	4	5	3
117	portare la arma	5	4	4
