	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	annullare il banchetto	1	3	3
1	organizzare il cenone	2	3	3
2	portare la cena	2	3	3
3	prenotare il merenda	2	2	2
4	cucinare la cena	4	4	4
5	annullare il decreto	2	3	2
6	prenotare la cena	3	3	3
7	organizzare la cena	4	3	4
8	confezione il vestito	2	3	3
9	annullare l'apertivo	3	3	3
10	organizzare la campagna	1	1	1
11	pagare la pasta	4	3	3
12	preparare il convegno	2	2	2
13	prenotare l'apertivo	2	2	2
14	organizzare il servizio	2	2	2
15	organizzare la spedizione	2	2	2
16	organizzare il merenda	2	2	2
17	annunciare il voto	3	2	2
18	preparare il colloquio	1	3	3
19	portare la colazione	2	3	3
20	annullare l'ordinanza	1	1	1
21	preparare la gita	2	3	3
22	annullare il pranzo	3	3	3
23	annunciare il ministro	2	3	4
24	prenotare il biglietto	3	4	4
25	cucinare la verdura	4	4	4
26	cucinare la merenda	4	4	4
27	pagare il pane	4	4	4
28	confezione il regalo	4	4	4
29	annunciare la battaglia	2	3	3
30	portare l'aperitivo	3	4	4
31	cucinare il cibo	4	4	4
32	prenotare l'aereo	2	3	3
33	organizzare il corso	2	2	2
34	prenotare il volo	3	4	4
35	annullare l'iscrizione	3	3	3
36	cucinare il piatto	4	4	4
37	annullare la cena	3	2	2
38	annunciare il presidente	2	3	3
39	preparare la visita	3	3	3
40	cucinare il pranzo	4	4	4
41	prenotare il cenone	2	2	2
42	annunciare il ritiro	2	3	3
43	cucinare la colazione	4	4	4
44	cucinare la carne	4	4	4
45	pagare la lasagna	3	3	3
46	confezionare la colazione	3	3	3
47	portare il pranzo	4	4	4
48	portare l'acqua	4	4	4
49	organizzare il colazione	3	3	3
50	pagare il viaggio	3	4	4
51	preparare l'incontro	2	3	3
52	prenotare l'albergo	3	3	3
53	organizzare l'azione	2	2	2
54	prenotare la camera	3	4	4
55	annunciare l'apertivo	3	4	4
56	confezione il prodotto	2	2	2
57	confezionare la merenda	2	2	2
58	prenotare il treno	4	4	4
59	cucinare il banchetto	3	4	3
60	portare l'attenzione	3	3	3
61	annunciare la decisione	3	3	3
62	annunciare la cena	2	2	2
63	pagare la festa	4	4	4
64	portare il peso	2	2	3
65	pagare la pizza	4	4	4
66	organizzare la difesa	3	3	3
67	preparare la lasagna	4	4	4
68	preparare il pane	3	3	3
69	portare la firma	2	2	2
70	annullare il cenone	3	3	3
71	annunciare l'intenzione	2	3	3
72	prenotare il banchetto	3	3	3
73	annullare la condanna	2	2	2
74	annullare il merenda	3	3	3
75	portare la mano	2	3	3
76	annunciare il risultato	3	4	4
77	preparare la festa	5	5	5
78	pagare la gita	3	3	3
79	prenotare il pranzo	2	3	3
80	annunciare il cenone	3	3	3
81	prenotare il banchetto	2	2	2
82	portare il risultato	3	2	2
83	pagare il panino	3	3	3
84	portare la merenda	3	3	3
85	portare l'esempio	3	2	1
86	portare il frutto	1	2	2
87	organizzare il pranzo	3	2	2
88	preparare il viaggio	3	2	2
89	organizzare la giornata	3	2	2
90	prenotare il colazione	2	3	3
91	preparare il panino	3	4	4
92	pagare l'incontro	1	2	2
93	annunciare il banchetto	2	2	2
94	prenotare il posto	2	3	3
95	confezionare la cena	2	2	2
96	organizzare il banchetto	3	3	3
97	annullare l'effetto	1	2	2
98	organizzare l'apertivo	3	3	3
99	confezione il pacco	2	3	3
100	confezionare il pranzo	2	3	3
101	confezione la camicia	3	3	3
102	confezione l'abito	2	3	3
103	pagare la visita	3	4	4
104	annullare il colazione	2	2	2
105	confezionare l'aperitivo	3	3	3
106	pagare il risotto	2	2	3
107	cucinare la ricetta	3	3	3
108	annullare la decisione	2	1	1
109	preparare la pasta	4	4	4
110	pagare il convegno	1	2	2
111	annunciare l'arrivo	2	3	3
112	annunciare il pranzo	2	3	3
113	preparare la pizza	4	4	4
114	cucinare il cenone	3	4	4
115	preparare il risotto	3	4	4
116	portare il nome	1	1	1
117	portare la arma	3	4	4
