	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	portare il pacco	4	5	5
1	portare l'abito	4	5	4
2	offrire il viaggio	4	4	5
3	portare il libro	5	5	5
4	annullare l'intervento	3	2	2
5	preparare il concerto	3	3	4
6	confezionare il cibo	2	3	4
7	preparare la mostra	2	3	3
8	annullare il corso	2	2	2
9	portare il pacchtto	3	4	4
10	pagare il concerto	4	4	4
11	portare il fiore	2	4	4
12	portare il piatto	4	4	4
13	confezionare il piatto	1	2	1
14	confezionare la verdura	1	1	1
15	annullare il servizio	1	1	2
16	portare la verdura	2	4	4
17	offrire la festa	4	1	4
18	prenotare la mostra	4	3	4
19	annullare la spedizione	3	2	3
20	offrire la gita	2	1	1
21	portare la camicia	5	5	5
22	confezionare il fiore	1	2	2
23	prenotare il servizio	2	2	4
24	offrire la mostra	1	2	1
25	prenotare l'iscrizione	5	2	4
26	prenotare la spedizione	1	2	3
27	offrire il convegno	1	1	1
28	prenotare l'incontro	4	2	3
29	annullare l'incontro	4	2	4
30	prenotare l'intervento	2	2	3
31	portare il legno	2	5	4
32	prenotare il concerto	5	3	4
33	annullare l'appuntamento	5	3	3
34	confezionare il libro	3	4	4
35	annullare l'iscrizione	3	3	3
36	annullare la mostra	1	2	2
37	confezionare il carne	1	4	2
38	portare il carne	2	4	3
39	organizzare il concerto	4	4	3
40	prenotare l'appuntamento	4	3	4
41	portare il cibo	4	4	4
42	pagare la mostra	2	3	4
43	annullare il concerto	2	2	3
44	organizzare la mostra	1	3	2
45	offrire la vista	2	4	2
46	offrire il concerto	1	3	2
47	prenotare il corso	3	2	3
