	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	annullare il banchetto	3	2	3
1	organizzare il cenone	4	3	4
2	portare la cena	5	4	3
3	prenotare il merenda	2	3	2
4	cucinare la cena	5	5	5
5	annullare il decreto	3	2	2
6	prenotare la cena	4	4	5
7	organizzare la cena	4	4	4
8	confezionare il vestito	3	5	4
9	annullare l'apertivo	4	1	3
10	organizzare la campagna	3	1	2
11	pagare la pasta	1	3	3
12	preparare il convegno	2	2	2
13	prenotare l'apertivo	3	2	4
14	organizzare il servizio	3	3	3
15	organizzare la spedizione	3	3	3
16	organizzare il merenda	3	2	2
17	annunciare il voto	2	1	4
18	preparare il colloquio	3	2	3
19	portare la colazione	4	3	4
20	annullare l'ordinanza	2	2	2
21	preparare la gita	3	3	3
22	annullare il pranzo	4	2	4
23	annunciare il ministro	2	1	3
24	prenotare il biglietto	4	2	5
25	cucinare la verdura	5	5	5
26	cucinare la merenda	4	5	4
27	pagare il pane	5	4	4
28	confezionare il regalo	4	4	4
29	annunciare la battaglia	3	1	3
30	portare l'aperitivo	2	2	2
31	cucinare il cibo	5	5	5
32	prenotare l'aereo	4	5	5
33	organizzare il corso	3	4	3
34	prenotare il volo	5	5	5
35	annullare l'iscrizione	3	3	3
36	cucinare il piatto	5	5	4
37	annullare la cena	4	2	3
38	annunciare il presidente	2	1	3
39	preparare la visita	2	2	2
40	cucinare il pranzo	5	5	5
41	prenotare il cenone	3	3	4
42	annunciare il ritiro	2	1	3
43	cucinare la colazione	4	5	4
44	cucinare la carne	5	5	5
45	pagare la lasagna	3	4	3
46	confezionare la colazione	2	4	2
47	portare il pranzo	3	3	3
48	portare l'acqua	4	3	4
49	organizzare il colazione	3	2	4
50	pagare il viaggio	4	4	5
51	preparare l'incontro	5	2	4
52	prenotare l'albergo	5	3	5
53	organizzare l'azione	3	1	3
54	prenotare la camera	5	3	5
55	annunciare l'apertivo	2	1	3
56	confezionare il prodotto	1	4	3
57	confezionare la merenda	2	4	2
58	prenotare il treno	5	3	5
59	cucinare il banchetto	1	5	4
60	portare l'attenzione	2	1	2
61	annunciare la decisione	3	1	3
62	annunciare la cena	2	1	3
63	pagare la festa	5	4	4
64	portare il peso	3	1	1
65	pagare la pizza	5	5	5
66	organizzare la difesa	2	2	2
67	preparare la lasagna	3	4	4
68	preparare il pane	4	4	4
69	portare la firma	3	1	2
70	annullare il cenone	4	2	3
71	annunciare l'intenzione	3	2	3
72	prenotare il banchetto	3	4	4
73	annullare la condanna	2	2	3
74	annullare il merenda	1	2	3
75	portare la mano	2	1	2
76	annunciare il risultato	4	2	3
77	preparare la festa	5	5	4
78	pagare la gita	5	4	4
79	prenotare il pranzo	5	4	4
80	annunciare il cenone	2	2	4
81	prenotare il banchetto	3	4	3
82	portare il risultato	1	2	3
83	pagare il panino	4	5	5
84	portare la merenda	4	4	4
85	portare l'esempio	2	1	2
86	portare il frutto	2	4	3
87	organizzare il pranzo	4	3	4
88	preparare il viaggio	5	3	4
89	organizzare la giornata	5	3	3
90	prenotare il colazione	3	3	3
91	preparare il panino	5	4	5
92	pagare l'incontro	3	4	3
93	annunciare il banchetto	3	1	3
94	prenotare il posto	4	3	3
95	confezionare la cena	1	4	4
96	organizzare il banchetto	3	3	4
97	annullare l'effetto	2	1	2
98	organizzare l'apertivo	5	3	4
99	confezionare il pacco	4	4	5
100	confezionare il pranzo	1	4	4
101	confezionare la camicia	1	3	3
102	confezionare l'abito	4	4	5
103	pagare la visita	3	2	4
104	annullare il colazione	1	2	3
105	confezionare l'aperitivo	1	3	1
106	pagare il risotto	3	4	4
107	cucinare la ricetta	4	5	4
108	annullare la decisione	5	2	3
109	preparare la pasta	5	5	5
110	pagare il convegno	3	4	3
111	annunciare l'arrivo	4	2	3
112	annunciare il pranzo	3	2	4
113	preparare la pizza	5	5	5
114	cucinare il cenone	3	5	4
115	preparare il risotto	5	5	5
116	portare il nome	3	1	1
117	portare la arma	2	1	1
