	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	annullare il banchetto	5	5	5
1	organizzare il cenone	5	5	5
2	portare la cena	5	5	5
3	prenotare il merenda	2	5	5
4	cucinare la cena	5	5	5
5	annullare il decreto	3	5	5
6	prenotare la cena	5	5	5
7	organizzare la cena	5	5	5
8	confizionare il vestito	5	5	5
9	annullare l'apertivo	5	5	5
10	organizzare la campagna	5	5	5
11	pagare la pasta	5	5	5
12	preparare il convegno	4	5	5
13	prenotare l'apertivo	5	5	5
14	organizzare il servizio	5	5	5
15	organizzare la spedizione	5	5	5
16	organizzare il merenda	4	5	5
17	annunciare il voto	5	5	5
18	preparare il colloquio	5	5	5
19	portare la colazione	5	5	5
20	annullare l'ordinanza	2	5	5
21	preparare la gita	5	5	5
22	annullare il pranzo	5	5	5
23	annunciare il ministro	1	1	5
24	prenotare il biglietto	5	5	5
25	cucinare la verdura	5	4	5
26	cucinare la merenda	5	5	5
27	pagare il pane	5	5	5
28	confizionare il regalo	1	1	1
29	annunciare la battaglia	1	1	5
30	portare l'aperitivo	5	5	5
31	cucinare il cibo	5	5	5
32	prenotare l'aereo	5	5	5
33	organizzare il corso	5	5	5
34	prenotare il volo	5	5	5
35	annullare l'iscrizione	5	5	5
36	cucinare il piatto	1	5	5
37	annullare la cena	4	5	5
38	annunciare il presidente	1	1	1
39	preparare la visita	4	5	4
40	cucinare il pranzo	5	5	2
41	prenotare il cenone	5	5	2
42	annunciare il ritiro	5	5	4
43	cucinare la colazione	5	5	4
44	cucinare la carne	5	5	2
45	pagare la lasagna	5	5	2
46	confizionare la colazione	5	1	1
47	portare il pranzo	5	5	2
48	portare l'acqua	5	5	2
49	organizzare il colazione	5	5	2
50	pagare il viaggio	5	5	3
51	preparare l'incontro	5	5	4
52	prenotare l'albergo	5	5	2
53	organizzare l'azione	5	1	4
54	prenotare la camera	5	4	2
55	annunciare l'apertivo	5	5	3
56	confizionare il prodotto	1	1	4
57	confezionare la merenda	1	1	2
58	prenotare il treno	5	5	2
59	cucinare il banchetto	1	2	1
60	portare l'attenzione	4	1	5
61	annunciare la decisione	5	2	4
62	annunciare la cena	5	5	3
63	pagare la festa	5	5	4
64	portare il peso	5	2	4
65	pagare la pizza	5	5	3
66	organizzare la difesa	1	1	2
67	preparare la lasagna	5	4	2
68	preparare il pane	3	5	2
69	portare la firma	3	1	5
70	annullare il cenone	5	4	4
71	annunciare l'intenzione	5	1	5
72	prenotare il banchetto	5	4	4
73	annullare la condanna	1	1	5
74	annullare il merenda	5	4	4
75	portare la mano	5	1	5
76	annunciare il risultato	5	1	5
77	preparare la festa	5	2	5
78	pagare la gita	5	3	4
79	prenotare il pranzo	5	3	3
80	annunciare il cenone	5	4	2
81	prenotare il banchetto	5	4	3
82	portare il risultato	5	2	5
83	pagare il panino	5	5	3
84	portare la merenda	5	4	2
85	portare l'esempio	5	1	5
86	portare il frutto	5	4	3
87	organizzare il pranzo	5	2	3
88	preparare il viaggio	5	5	3
89	organizzare la giornata	5	4	5
90	prenotare il colazione	5	4	4
91	preparare il panino	5	4	3
92	pagare l'incontro	5	4	5
93	annunciare il banchetto	5	4	3
94	prenotare il posto	5	4	3
95	confezionare la cena	3	4	2
96	organizzare il banchetto	5	4	4
97	annullare l'effetto	1	1	2
98	organizzare l'apertivo	5	4	2
99	confizionare il pacco	5	2	4
100	confizionare il pranzo	1	4	2
101	confizionare la camicia	5	4	2
102	confizionare l'abito	5	5	5
103	pagare la visita	5	3	4
104	annullare il colazione	5	4	2
105	confizionare l'aperitivo	1	4	2
106	pagare il risotto	5	4	2
107	cucinare la ricetta	5	5	2
108	annullare la decisione	5	2	5
109	preparare la pasta	5	4	4
110	pagare il convegno	5	4	3
111	annunciare l'arrivo	5	1	4
112	annunciare il pranzo	5	3	2
113	preparare la pizza	5	4	2
114	cucinare il cenone	5	4	2
115	preparare il risotto	5	5	2
116	portare il nome	1	1	4
117	portare la arma	1	5	1
