	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	annullare il banchetto	1	1	1
1	organizzare il cenone	3	1	2
2	portare la cena	3	1	4
3	preparare la visita	1	1	1
4	cucinare il pranzo	4	2	5
5	prenotare il cenone	3	1	2
6	annunciare il ritiro	4	1	2
7	preparare la lasagna	4	2	5
8	annunciare il presidente	1	1	1
9	cucinare la colazione	4	3	5
10	cucinare la carne	5	3	5
11	annullare la cena	5	1	2
12	preparare il convegno	4	1	1
13	prenotare l'apertivo	4	1	2
14	organizzare il servizio	3	1	1
15	preparare il panino	5	3	5
16	pagare l'incontro	4	1	2
17	confezionare il pranzo	3	2	4
18	portare la arma	1	1	5
19	annunciare il risultato	5	1	2
20	preparare la festa	5	2	4
21	pagare la gita	5	2	4
22	prenotare il pranzo	5	2	4
23	annunciare il cenone	2	1	2
24	annullare l'apertivo	4	1	2
25	organizzare la campagna	2	1	1
26	pagare la pasta	2	2	5
27	prenotare il posto	4	1	3
28	confezionare la cena	2	3	3
29	organizzare il banchetto	1	1	2
30	annullare l'effetto	1	1	1
31	organizzare l'apertivo	3	1	2
32	confezione il pacco	4	3	5
33	annunciare la decisione	5	1	3
34	cucinare il piatto	5	3	5
35	prenotare il merenda	2	1	2
36	cucinare la cena	5	3	5
37	annullare il decreto	1	1	1
38	preparare il colloquio	5	1	2
39	portare la colazione	5	3	5
40	annunciare la battaglia	1	1	2
41	cucinare la verdura	5	3	5
42	cucinare la merenda	3	3	4
43	pagare il pane	5	2	5
44	confezione il regalo	5	3	5
45	annullare il pranzo	5	1	2
46	annunciare l'arrivo	5	1	3
47	annunciare il pranzo	3	1	3
48	annullare il colazione	4	1	2
49	confezionare l'aperitivo	1	1	1
50	pagare il risotto	4	3	5
51	cucinare la ricetta	4	3	5
52	annullare la decisione	5	1	2
53	portare l'aperitivo	2	1	3
54	cucinare il cibo	5	3	5
55	prenotare l'aereo	5	2	2
56	annullare l'ordinanza	1	1	1
57	preparare la gita	3	1	3
58	prenotare la cena	5	1	3
59	organizzare la cena	5	1	1
60	confezione il vestito	1	2	5
61	organizzare il corso	3	1	1
62	prenotare il volo	5	1	2
63	annullare l'iscrizione	5	1	2
64	confezione la camicia	1	2	1
65	confezione l'abito	1	2	1
66	pagare la visita	5	1	2
67	organizzare la spedizione	2	1	1
68	organizzare il merenda	2	1	1
69	annunciare il voto	3	1	3
70	prenotare il banchetto	2	1	1
71	preparare la pasta	4	2	5
72	pagare il convegno	2	1	2
73	annunciare il ministro	1	1	2
74	prenotare il biglietto	4	1	2
75	preparare il pane	1	3	5
76	portare la firma	3	1	1
77	annullare il cenone	5	1	2
78	annunciare l'intenzione	2	1	2
79	prenotare il banchetto	2	1	1
80	annullare la condanna	1	1	1
81	annullare il merenda	1	1	1
82	portare la mano	1	3	2
83	preparare la pizza	3	3	5
84	cucinare il cenone	1	3	5
85	preparare il risotto	2	3	5
86	portare il nome	2	1	1
87	pagare la lasagna	3	2	5
88	confezionare la colazione	2	3	2
89	portare il pranzo	4	1	5
90	portare l'acqua	5	1	5
91	organizzare il colazione	3	1	2
92	pagare il viaggio	5	1	5
93	preparare l'incontro	5	1	1
94	annunciare la cena	2	1	3
95	pagare la festa	5	1	5
96	portare il peso	2	1	3
97	pagare la pizza	5	1	5
98	organizzare la difesa	1	1	1
99	prenotare l'albergo	5	1	2
100	organizzare l'azione	1	1	1
101	prenotare la camera	5	1	2
102	annunciare l'apertivo	2	1	2
103	confezione il prodotto	1	2	3
104	confezionare la merenda	2	2	3
105	prenotare il treno	5	1	4
106	cucinare il banchetto	1	3	4
107	portare l'attenzione	3	1	1
108	annunciare il banchetto	1	1	2
109	portare il risultato	5	1	1
110	pagare il panino	5	2	5
111	portare la merenda	5	2	5
112	portare l'esempio	3	1	1
113	portare il frutto	5	2	5
114	organizzare il pranzo	5	1	2
115	preparare il viaggio	5	1	2
116	organizzare la giornata	5	1	1
117	prenotare il colazione	2	1	1
