	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	valutare il sistema	3	1.0	1.0
1	valutare il premio	3	2.0	4.0
2	ristrutturare il sistema	3	2.0	3.0
3	edificare l'appartamento	5	5.0	5.0
4	demolire l'appartamento	5	5.0	5.0
5	sostenere il programma	4	2.0	4.0
6	edificare la biblioteca	5	5.0	5.0
7	istituire il corso	4	3.0	4.0
8	istituire la proposta	3	2.0	2.0
9	demolire l'economia	2	1.0	4.0
10	valutare il programma	3	2.0	4.0
11	valutare il progetto	4	2.0	4.0
12	sospendere il progetto	4	2.0	4.0
13	sostenere il servizio	3	2.0	4.0
14	valutare il corso	4	2.0	4.0
15	valutare la proposta	5	2.0	4.0
16	sospendere il sistema	3	2.0	2.0
17	istituire il premio	3	3.0	3.0
18	edificare il sistema	4	3.0	3.0
19	sospendere il programma	4	3.0	4.0
20	sostenere il sistema	3	3.0	3.0
21	edificare il museo	5	5.0	5.0
22	edificare l'economia	4	3.0	3.0
23	istituire l'economia	4	2.0	3.0
24	sostenere la proposta	5	2.0	4.0
25	sospendere la proposta	5	2.0	4.0
26	demolire il sistema	5	2.0	3.0
27	valutare l'economia	3	1.0	2.0
28	demolire la biblioteca	5	5.0	5.0
29	ristrutturare il museo	5	5.0	5.0
30	istituire il programma	3	2.0	2.0
31	sostenere l'economia	4	2.0	3.0
32	demolire il museo	5	5.0	5.0
33	ristrutturare la biblioteca	5	5.0	5.0
34	sospendere il corso	5	3.0	5.0
35	istituire il progetto	4	2.0	4.0
36	sospendere l'economia	3	2.0	3.0
37	valutare il servizio	3	3.0	4.0
38		F; 21		
