	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	annullare il banchetto	2	4	4
1	organizzare il cenone	5	4	4
2	portare la cena	5	5	5
3	prenotare il merenda	2	3	1
4	cucinare la cena	5	5	5
5	annullare il decreto	4	4	5
6	prenotare la cena	4	3	4
7	organizzare la cena	4	3	3
8	confezione il vestito	2	3	2
9	annullare l'apertivo	4	3	3
10	organizzare la campagna	1	1	1
11	pagare la pasta	1	5	5
12	preparare il convegno	3	4	3
13	prenotare l'apertivo	1	3	2
14	organizzare il servizio	5	4	2
15	organizzare la spedizione	5	4	4
16	organizzare il merenda	1	3	1
17	annunciare il voto	1	2	4
18	preparare il colloquio	4	2	4
19	portare la colazione	5	5	5
20	annullare l'ordinanza	5	4	4
21	preparare la gita	4	3	3
22	annullare il pranzo	5	4	4
23	annunciare il ministro	3	3	4
24	prenotare il biglietto	5	4	5
25	cucinare la verdura	5	5	5
26	cucinare la merenda	1	5	2
27	pagare il pane	4	5	5
28	confezione il regalo	5	5	5
29	annunciare la battaglia	3	3	4
30	portare l'aperitivo	5	5	5
31	cucinare il cibo	5	5	5
32	prenotare l'aereo	5	4	5
33	organizzare il corso	4	3	4
34	prenotare il volo	5	4	4
35	annullare l'iscrizione	5	4	4
36	cucinare il piatto	2	5	3
37	annullare la cena	4	4	4
38	annunciare il presidente	4	3	4
39	preparare la visita	3	3	3
40	cucinare il pranzo	5	5	5
41	prenotare il cenone	5	4	4
42	annunciare il ritiro	2	3	2
43	cucinare la colazione	2	5	3
44	cucinare la carne	5	5	5
45	pagare la lasagna	1	4	3
46	confezionare la colazione	1	3	2
47	portare il pranzo	5	5	4
48	portare l'acqua	5	5	5
49	organizzare il colazione	1	3	2
50	pagare il viaggio	5	4	5
51	preparare l'incontro	3	3	3
52	prenotare l'albergo	5	4	4
53	organizzare l'azione	2	2	3
54	prenotare la camera	5	3	5
55	annunciare l'apertivo	2	2	2
56	confezione il prodotto	4	4	4
57	confezionare la merenda	1	4	2
58	prenotare il treno	4	3	4
59	cucinare il banchetto	3	4	3
60	portare l'attenzione	5	4	4
61	annunciare la decisione	5	3	4
62	annunciare la cena	2	3	3
63	pagare la festa	3	4	4
64	portare il peso	3	2	2
65	pagare la pizza	5	4	5
66	organizzare la difesa	3	3	3
67	preparare la lasagna	5	5	5
68	preparare il pane	5	5	5
69	portare la firma	1	3	2
70	annullare il cenone	3	3	3
71	annunciare l'intenzione	4	2	4
72	prenotare il banchetto	3	3	4
73	annullare la condanna	5	3	3
74	annullare il merenda	1	4	2
75	portare la mano	1	5	3
76	annunciare il risultato	2	3	4
77	preparare la festa	5	4	4
78	pagare la gita	4	4	4
79	prenotare il pranzo	5	3	4
80	annunciare il cenone	3	2	3
81	prenotare il banchetto	3	3	3
82	portare il risultato	4	1	2
83	pagare il panino	5	4	5
84	portare la merenda	2	3	4
85	portare l'esempio	4	2	4
86	portare il frutto	3	2	3
87	organizzare il pranzo	2	3	3
88	preparare il viaggio	4	3	3
89	organizzare la giornata	5	3	3
90	prenotare il colazione	1	3	2
91	preparare il panino	5	5	5
92	pagare l'incontro	3	4	3
93	annunciare il banchetto	1	3	2
94	prenotare il posto	4	4	4
95	confezionare la cena	1	5	2
96	organizzare il banchetto	2	3	3
97	annullare l'effetto	4	3	2
98	organizzare l'apertivo	2	2	3
99	confezione il pacco	5	4	5
100	confezionare il pranzo	1	3	3
101	confezione la camicia	2	3	2
102	confezione l'abito	3	4	3
103	pagare la visita	5	4	5
104	annullare il colazione	1	3	2
105	confezionare l'aperitivo	1	1	1
106	pagare il risotto	2	4	4
107	cucinare la ricetta	3	4	4
108	annullare la decisione	5	2	3
109	preparare la pasta	5	5	5
110	pagare il convegno	1	3	3
111	annunciare l'arrivo	5	1	4
112	annunciare il pranzo	2	3	3
113	preparare la pizza	5	5	5
114	cucinare il cenone	4	4	4
115	preparare il risotto	5	5	5
116	portare il nome	5	2	2
117	portare la arma	3	2	1
