	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	annullare il banchetto	4	5	5
1	organizzare il cenone	5	5	5
2	portare la cena	4	5	5
3	prenotare il merenda	2	4	3
4	cucinare la cena	5	5	5
5	annullare il decreto	2	4	3
6	prenotare la cena	5	4	5
7	organizzare la cena	5	3	5
8	confizionare il vestito	4	5	4
9	annullare l'apertivo	5	3	5
10	organizzare la campagna	3	3	4
11	pagare la pasta	4	5	5
12	preparare il convegno	3	4	3
13	prenotare l'apertivo	3	3	3
14	organizzare il servizio	3	3	4
15	organizzare la spedizione	3	4	5
16	organizzare il merenda	5	3	5
17	annunciare il voto	4	3	4
18	preparare il colloquio	4	3	5
19	portare la colazione	5	5	5
20	annullare l'ordinanza	3	4	4
21	preparare la gita	5	3	5
22	annullare il pranzo	5	3	5
23	annunciare il ministro	2	3	4
24	prenotare il biglietto	5	5	5
25	cucinare la verdura	5	5	5
26	cucinare la merenda	4	5	4
27	pagare il pane	4	5	4
28	confizionare il regalo	4	5	5
29	annunciare la battaglia	3	4	3
30	portare l'aperitivo	5	5	5
31	cucinare il cibo	5	5	5
32	prenotare l'aereo	3	5	5
33	organizzare il corso	3	4	5
34	prenotare il volo	5	5	5
35	annullare l'iscrizione	4	5	4
36	cucinare il piatto	5	5	5
37	annullare la cena	3	4	5
38	annunciare il presidente	2	4	3
39	preparare la visita	3	3	3
40	cucinare il pranzo	4	5	5
41	prenotare il cenone	4	4	5
42	annunciare il ritiro	3	4	4
43	cucinare la colazione	4	5	5
44	cucinare la carne	4	5	5
45	pagare la lasagna	4	4	4
46	confizionare la colazione	4	4	3
47	portare il pranzo	5	5	5
48	portare l'acqua	4	5	5
49	organizzare il colazione	4	4	5
50	pagare il viaggio	5	4	5
51	preparare l'incontro	5	4	5
52	prenotare l'albergo	5	4	5
53	organizzare l'azione	5	4	5
54	prenotare la camera	4	4	4
55	annunciare l'apertivo	5	3	5
56	confizionare il prodotto	3	4	5
57	confezionare la merenda	4	5	5
58	prenotare il treno	3	5	3
59	cucinare il banchetto	3	5	3
60	portare l'attenzione	3	3	4
61	annunciare la decisione	5	3	5
62	annunciare la cena	5	3	5
63	pagare la festa	3	5	3
64	portare il peso	5	5	5
65	pagare la pizza	5	5	5
66	organizzare la difesa	3	3	4
67	preparare la lasagna	5	5	5
68	preparare il pane	5	5	5
69	portare la firma	5	5	5
70	annullare il cenone	3	4	5
71	annunciare l'intenzione	4	4	5
72	prenotare il banchetto	3	4	3
73	annullare la condanna	3	4	3
74	annullare il merenda	3	4	4
75	portare la mano	5	4	5
76	annunciare il risultato	5	4	5
77	preparare la festa	3	3	3
78	pagare la gita	5	5	5
79	prenotare il pranzo	5	4	5
80	annunciare il cenone	3	4	4
81	prenotare il banchetto	5	4	5
82	portare il risultato	5	4	5
83	pagare il panino	4	5	3
84	portare la merenda	3	5	3
85	portare l'esempio	3	3	3
86	portare il frutto	4	4	3
87	organizzare il pranzo	3	2	3
88	preparare il viaggio	4	2	4
89	organizzare la giornata	3	2	4
90	prenotare il colazione	4	2	4
91	preparare il panino	5	3	4
92	pagare l'incontro	5	5	4
93	annunciare il banchetto	5	3	4
94	prenotare il posto	3	2	3
95	confezionare la cena	4	3	2
96	organizzare il banchetto	2	3	2
97	annullare l'effetto	4	1	3
98	organizzare l'apertivo	3	2	3
99	confizionare il pacco	2	4	4
100	confizionare il pranzo	2	4	3
101	confizionare la camicia	4	4	2
102	confizionare l'abito	4	4	4
103	pagare la visita	3	5	3
104	annullare il colazione	3	1	3
105	confizionare l'aperitivo	4	1	2
106	pagare il risotto	3	5	5
107	cucinare la ricetta	3	5	5
108	annullare la decisione	4	2	4
109	preparare la pasta	3	3	4
110	pagare il convegno	3	5	5
111	annunciare l'arrivo	4	4	5
112	annunciare il pranzo	5	4	5
113	preparare la pizza	4	5	4
114	cucinare il cenone	3	5	2
115	preparare il risotto	5	5	4
116	portare il nome	4	1	3
117	portare la arma	2	5	3
