	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	portare il pacco	4	4	5
1	portare l'abito	5	5	5
2	offrire il viaggio	4	3	3
3	portare il libro	5	5	5
4	annullare l'intervento	2	3	2
5	preparare il concerto	3	4	4
6	confezionare il cibo	4	5	4
7	preparare la mostra	3	3	3
8	annullare il corso	2	3	3
9	portare il pacchtto	4	5	5
10	pagare il concerto	4	4	4
11	portare il fiore	5	5	5
12	portare il piatto	5	5	5
13	confezionare il piatto	3	3	3
14	confezionare la verdura	5	5	5
15	annullare il servizio	2	3	2
16	portare la verdura	5	5	5
17	offrire la festa	3	3	4
18	prenotare la mostra	4	4	4
19	annullare la spedizione	3	4	4
20	offrire la gita	2	2	2
21	portare la camicia	4	4	3
22	confezionare il fiore	4	4	4
23	prenotare il servizio	4	4	4
24	offrire la mostra	2	2	2
25	prenotare l'iscrizione	4	4	4
26	prenotare la spedizione	4	3	4
27	offrire il convegno	2	2	2
28	prenotare l'incontro	3	3	3
29	annullare l'incontro	3	3	3
30	prenotare l'intervento	2	2	2
31	portare il legno	2	3	3
32	prenotare il concerto	3	3	4
33	annullare l'appuntamento	3	3	4
34	confezionare il libro	4	4	4
35	annullare l'iscrizione	3	2	3
36	annullare la mostra	2	2	2
37	confezionare il carne	4	4	4
38	portare il carne	4	3	4
39	organizzare il concerto	3	3	3
40	prenotare l'appuntamento	4	3	4
41	portare il cibo	4	5	4
42	pagare la mostra	4	4	4
43	annullare il concerto	2	2	2
44	organizzare la mostra	2	3	2
45	offrire la vista	2	2	2
46	offrire il concerto	2	2	2
47	prenotare il corso	3	3	3
