	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	annullare il banchetto	5	3	5
1	organizzare il cenone	5	5	5
2	portare la cena	5	5	5
3	preparare la visita	5	2	2
4	cucinare il pranzo	5	5	5
5	prenotare il cenone	4	3	1
6	annunciare il ritiro	5	1	2
7	preparare la lasagna	5	5	5
8	annunciare il presidente	5	5	3
9	cucinare la colazione	5	5	5
10	cucinare la carne	5	5	5
11	annullare la cena	5	4	2
12	preparare il convegno	5	1	2
13	prenotare l'apertivo	5	4	2
14	organizzare il servizio	5	1	1
15	preparare il panino	5	5	5
16	pagare l'incontro	5	5	5
17	confezionare il pranzo	4	5	3
18	portare la arma	4	2	1
19	annunciare il risultato	5	5	5
20	preparare la festa	5	5	5
21	pagare la gita	5	4	3
22	prenotare il pranzo	5	4	3
23	annunciare il cenone	5	2	2
24	annullare l'apertivo	5	3	2
25	organizzare la campagna	5	4	2
26	pagare la pasta	5	5	5
27	prenotare il posto	5	2	1
28	confezionare la cena	4	4	2
29	organizzare il banchetto	5	5	4
30	annullare l'effetto	5	1	1
31	organizzare l'apertivo	5	2	2
32	confezione il pacco	5	5	5
33	annunciare la decisione	5	2	5
34	cucinare il piatto	5	5	5
35	prenotare il merenda	5	3	2
36	cucinare la cena	5	5	5
37	annullare il decreto	4	5	1
38	preparare il colloquio	5	3	2
39	portare la colazione	5	5	5
40	annunciare la battaglia	5	4	5
41	cucinare la verdura	5	5	5
42	cucinare la merenda	5	5	5
43	pagare il pane	5	5	4
44	confezione il regalo	5	5	5
45	annullare il pranzo	5	3	2
46	annunciare l'arrivo	5	3	4
47	annunciare il pranzo	5	3	3
48	annullare il colazione	5	2	3
49	confezionare l'aperitivo	4	4	1
50	pagare il risotto	5	5	5
51	cucinare la ricetta	5	5	5
52	annullare la decisione	5	1	1
53	portare l'aperitivo	4	3	1
54	cucinare il cibo	5	5	3
55	prenotare l'aereo	5	2	2
56	annullare l'ordinanza	4	4	1
57	preparare la gita	5	4	2
58	prenotare la cena	5	4	2
59	organizzare la cena	5	3	3
60	confezione il vestito	5	5	5
61	organizzare il corso	5	2	1
62	prenotare il volo	5	2	1
63	annullare l'iscrizione	5	2	1
64	confezione la camicia	5	5	5
65	confezione l'abito	5	5	5
66	pagare la visita	5	4	4
67	organizzare la spedizione	5	3	3
68	organizzare il merenda	5	2	1
69	annunciare il voto	4	2	1
70	prenotare il banchetto	4	3	1
71	preparare la pasta	5	5	5
72	pagare il convegno	5	5	5
73	annunciare il ministro	4	3	1
74	prenotare il biglietto	5	4	1
75	preparare il pane	5	5	5
76	portare la firma	3	2	1
77	annullare il cenone	5	4	1
78	annunciare l'intenzione	5	4	1
79	prenotare il banchetto	5	3	1
80	annullare la condanna	5	4	2
81	annullare il merenda	5	3	1
82	portare la mano	4	2	1
83	preparare la pizza	5	5	5
84	cucinare il cenone	5	5	5
85	preparare il risotto	5	5	5
86	portare il nome	3	2	1
87	pagare la lasagna	4	1	1
88	confezionare la colazione	5	3	1
89	portare il pranzo	5	3	2
90	portare l'acqua	5	4	4
91	organizzare il colazione	5	2	1
92	pagare il viaggio	5	5	4
93	preparare l'incontro	5	4	4
94	annunciare la cena	5	3	2
95	pagare la festa	5	5	4
96	portare il peso	5	5	5
97	pagare la pizza	5	5	4
98	organizzare la difesa	5	3	3
99	prenotare l'albergo	5	4	3
100	organizzare l'azione	5	2	1
101	prenotare la camera	5	4	3
102	annunciare l'apertivo	5	3	2
103	confezione il prodotto	5	5	5
104	confezionare la merenda	5	5	5
105	prenotare il treno	5	3	3
106	cucinare il banchetto	5	4	2
107	portare l'attenzione	5	2	1
108	annunciare il banchetto	5	2	2
109	portare il risultato	5	1	1
110	pagare il panino	5	5	5
111	portare la merenda	5	4	4
112	portare l'esempio	5	1	1
113	portare il frutto	5	5	5
114	organizzare il pranzo	5	3	1
115	preparare il viaggio	5	3	1
116	organizzare la giornata	5	3	1
117	prenotare il colazione	5	2	1
