	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	annullare il banchetto	3	1	5
1	organizzare il cenone	4	2	4
2	portare la cena	4	3	2
3	prenotare il merenda	3	2	4
4	cucinare la cena	4	3	3
5	annullare il decreto	1	2	1
6	prenotare la cena	4	1	5
7	organizzare la cena	2	1	5
8	confezione il vestito	1	4	3
9	annullare l'apertivo	5	2	4
10	organizzare la campagna	2	3	2
11	pagare la pasta	3	4	4
12	preparare il convegno	1	3	2
13	prenotare l'apertivo	5	2	3
14	organizzare il servizio	3	1	1
15	organizzare la spedizione	1	1	1
16	organizzare il merenda	2	1	2
17	annunciare il voto	4	3	3
18	preparare il colloquio	4	2	4
19	portare la colazione	3	4	4
20	annullare l'ordinanza	1	2	1
21	preparare la gita	2	3	4
22	annullare il pranzo	4	2	4
23	annunciare il ministro	2	2	1
24	prenotare il biglietto	5	3	3
25	cucinare la verdura	4	4	5
26	cucinare la merenda	4	4	5
27	pagare il pane	5	4	4
28	confezione il regalo	5	4	4
29	annunciare la battaglia	1	1	1
30	portare l'aperitivo	2	5	2
31	cucinare il cibo	4	5	5
32	prenotare l'aereo	5	3	5
33	organizzare il corso	4	3	5
34	prenotare il volo	5	3	5
35	annullare l'iscrizione	4	2	4
36	cucinare il piatto	3	4	4
37	annullare la cena	3	2	4
38	annunciare il presidente	2	2	1
39	preparare la visita	3	2	2
40	cucinare il pranzo	5	4	4
41	prenotare il cenone	4	3	3
42	annunciare il ritiro	1	2	3
43	cucinare la colazione	4	4	4
44	cucinare la carne	4	4	5
45	pagare la lasagna	3	4	4
46	confezionare la colazione	2	4	2
47	portare il pranzo	5	5	2
48	portare l'acqua	5	5	4
49	organizzare il colazione	4	3	4
50	pagare il viaggio	5	2	4
51	preparare l'incontro	5	2	3
52	prenotare l'albergo	4	2	5
53	organizzare l'azione	2	2	2
54	prenotare la camera	2	2	3
55	annunciare l'apertivo	3	2	4
56	confezione il prodotto	4	4	5
57	confezionare la merenda	2	5	2
58	prenotare il treno	5	3	5
59	cucinare il banchetto	2	4	2
60	portare l'attenzione	3	2	1
61	annunciare la decisione	2	2	2
62	annunciare la cena	4	2	5
63	pagare la festa	4	4	3
64	portare il peso	2	3	2
65	pagare la pizza	5	3	4
66	organizzare la difesa	1	1	2
67	preparare la lasagna	4	4	2
68	preparare il pane	3	4	4
69	portare la firma	1	4	5
70	annullare il cenone	4	3	3
71	annunciare l'intenzione	4	2	4
72	prenotare il banchetto	5	4	3
73	annullare la condanna	1	2	2
74	annullare il merenda	1	2	3
75	portare la mano	1	4	1
76	annunciare il risultato	3	3	2
77	preparare la festa	3	3	4
78	pagare la gita	2	3	4
79	prenotare il pranzo	4	2	5
80	annunciare il cenone	5	2	3
81	prenotare il banchetto	1	2	2
82	portare il risultato	4	3	2
83	pagare il panino	2	4	4
84	portare la merenda	3	5	5
85	portare l'esempio	1	2	2
86	portare il frutto	5	5	2
87	organizzare il pranzo	2	3	4
88	preparare il viaggio	3	3	5
89	organizzare la giornata	4	2	5
90	prenotare il colazione	2	3	2
91	preparare il panino	3	4	3
92	pagare l'incontro	2	3	4
93	annunciare il banchetto	2	2	2
94	prenotare il posto	2	3	5
95	confezionare la cena	4	4	3
96	organizzare il banchetto	1	3	2
97	annullare l'effetto	3	1	4
98	organizzare l'apertivo	5	3	4
99	confezione il pacco	2	4	3
100	confezionare il pranzo	2	4	2
101	confezione la camicia	3	4	4
102	confezione l'abito	3	4	2
103	pagare la visita	1	3	4
104	annullare il colazione	1	2	3
105	confezionare l'aperitivo	1	3	4
106	pagare il risotto	4	3	4
107	cucinare la ricetta	2	4	3
108	annullare la decisione	3	2	4
109	preparare la pasta	1	5	5
110	pagare il convegno	4	3	1
111	annunciare l'arrivo	5	2	3
112	annunciare il pranzo	2	2	4
113	preparare la pizza	3	5	5
114	cucinare il cenone	3	5	4
115	preparare il risotto	3	5	4
116	portare il nome	4	1	1
117	portare la arma	1	3	1
