	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	annullare il banchetto	5	5	5
1	organizzare il cenone	5	5	5
2	portare la cena	5	5	5
3	prenotare il merenda	5	5	5
4	cucinare la cena	5	5	5
5	annullare il decreto	5	4	5
6	prenotare la cena	5	5	5
7	organizzare la cena	5	4	5
8	confezione il vestito	5	5	5
9	annullare l'apertivo	5	4	5
10	organizzare la campagna	5	4	5
11	pagare la pasta	5	5	5
12	preparare il convegno	5	5	5
13	prenotare l'apertivo	5	5	5
14	organizzare il servizio	5	4	5
15	organizzare la spedizione	5	4	5
16	organizzare il merenda	5	4	5
17	annunciare il voto	5	5	5
18	preparare il colloquio	5	5	5
19	portare la colazione	5	5	5
20	annullare l'ordinanza	5	4	5
21	preparare la gita	5	5	5
22	annullare il pranzo	5	4	5
23	annunciare il ministro	5	5	5
24	prenotare il biglietto	5	5	5
25	cucinare la verdura	5	5	5
26	cucinare la merenda	5	5	5
27	pagare il pane	5	5	5
28	confezione il regalo	5	5	5
29	annunciare la battaglia	5	5	5
30	portare l'aperitivo	5	5	5
31	cucinare il cibo	5	5	5
32	prenotare l'aereo	5	5	5
33	organizzare il corso	5	4	5
34	prenotare il volo	5	5	5
35	annullare l'iscrizione	5	4	5
36	cucinare il piatto	5	5	5
37	annullare la cena	5	4	5
38	annunciare il presidente	5	5	5
39	preparare la visita	5	4	5
40	cucinare il pranzo	5	5	5
41	prenotare il cenone	5	5	5
42	annunciare il ritiro	5	5	5
43	cucinare la colazione	5	5	5
44	cucinare la carne	5	5	5
45	pagare la lasagna	5	5	5
46	confezionare la colazione	5	5	5
47	portare il pranzo	5	5	5
48	portare l'acqua	5	5	5
49	organizzare il colazione	5	4	5
50	pagare il viaggio	5	5	5
51	preparare l'incontro	5	5	5
52	prenotare l'albergo	5	5	5
53	organizzare l'azione	5	4	5
54	prenotare la camera	5	5	5
55	annunciare l'apertivo	5	5	5
56	confezione il prodotto	5	5	5
57	confezionare la merenda	5	5	5
58	prenotare il treno	5	5	5
59	cucinare il banchetto	5	5	5
60	portare l'attenzione	5	3	5
61	annunciare la decisione	5	5	5
62	annunciare la cena	5	5	5
63	pagare la festa	5	5	5
64	portare il peso	5	5	5
65	pagare la pizza	5	5	5
66	organizzare la difesa	5	4	5
67	preparare la lasagna	5	5	5
68	preparare il pane	5	5	5
69	portare la firma	5	1	5
70	annullare il cenone	5	4	5
71	annunciare l'intenzione	5	5	5
72	prenotare il banchetto	5	5	5
73	annullare la condanna	5	4	5
74	annullare il merenda	5	4	5
75	portare la mano	5	5	5
76	annunciare il risultato	5	5	5
77	preparare la festa	5	5	5
78	pagare la gita	5	5	5
79	prenotare il pranzo	5	5	5
80	annunciare il cenone	5	5	5
81	prenotare il banchetto	5	5	5
82	portare il risultato	5	1	5
83	pagare il panino	5	5	5
84	portare la merenda	5	5	5
85	portare l'esempio	5	1	5
86	portare il frutto	5	5	5
87	organizzare il pranzo	5	4	5
88	preparare il viaggio	5	4	5
89	organizzare la giornata	5	4	5
90	prenotare il colazione	5	5	5
91	preparare il panino	5	5	5
92	pagare l'incontro	5	5	5
93	annunciare il banchetto	5	5	5
94	prenotare il posto	5	5	5
95	confezionare la cena	5	5	5
96	organizzare il banchetto	5	4	5
97	annullare l'effetto	5	4	5
98	organizzare l'apertivo	5	4	5
99	confezione il pacco	5	5	5
100	confezionare il pranzo	5	5	5
101	confezione la camicia	5	5	5
102	confezione l'abito	5	5	5
103	pagare la visita	5	5	5
104	annullare il colazione	5	4	5
105	confezionare l'aperitivo	5	5	5
106	pagare il risotto	5	5	5
107	cucinare la ricetta	5	5	5
108	annullare la decisione	5	4	5
109	preparare la pasta	5	5	5
110	pagare il convegno	5	5	5
111	annunciare l'arrivo	5	5	5
112	annunciare il pranzo	5	5	5
113	preparare la pizza	5	5	5
114	cucinare il cenone	5	5	5
115	preparare il risotto	5	5	5
116	portare il nome	5	1	5
117	portare la arma	5	5	5
