	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	annullare il banchetto	2	2	2
1	organizzare il cenone	2	2	3
2	portare la cena	2	3	2
3	prenotare il merenda	3	2	1
4	cucinare la cena	2	4	5
5	annullare il decreto	1	1	2
6	prenotare la cena	4	3	4
7	organizzare la cena	3	2	4
8	confizionare il vestito	2	4	3
9	annullare l'apertivo	3	2	2
10	organizzare la campagna	1	1	2
11	pagare la pasta	3	2	4
12	preparare il convegno	2	1	1
13	prenotare l'apertivo	3	3	1
14	organizzare il servizio	1	1	2
15	organizzare la spedizione	3	3	3
16	organizzare il merenda	2	2	3
17	annunciare il voto	2	2	3
18	preparare il colloquio	4	1	4
19	portare la colazione	3	4	4
20	annullare l'ordinanza	1	1	2
21	preparare la gita	3	3	3
22	annullare il pranzo	2	2	3
23	annunciare il ministro	1	1	2
24	prenotare il biglietto	4	3	5
25	cucinare la verdura	3	4	5
26	cucinare la merenda	3	4	5
27	pagare il pane	4	3	5
28	confizionare il regalo	4	4	4
29	annunciare la battaglia	1	2	3
30	portare l'aperitivo	3	3	3
31	cucinare il cibo	3	4	5
32	prenotare l'aereo	3	3	5
33	organizzare il corso	2	2	3
34	prenotare il volo	3	3	5
35	annullare l'iscrizione	2	1	3
36	cucinare il piatto	3	5	5
37	annullare la cena	3	2	3
38	annunciare il presidente	1	2	2
39	preparare la visita	3	3	4
40	cucinare il pranzo	4	5	5
41	prenotare il cenone	3	2	4
42	annunciare il ritiro	1	3	2
43	cucinare la colazione	4	5	5
44	cucinare la carne	3	5	5
45	pagare la lasagna	3	2	2
46	confizionare la colazione	3	3	2
47	portare il pranzo	2	4	3
48	portare l'acqua	4	4	4
49	organizzare il colazione	3	2	4
50	pagare il viaggio	4	3	4
51	preparare l'incontro	2	1	3
52	prenotare l'albergo	3	2	4
53	organizzare l'azione	3	1	3
54	prenotare la camera	3	2	5
55	annunciare l'apertivo	3	2	4
56	confizionare il prodotto	2	3	3
57	confezionare la merenda	3	4	3
58	prenotare il treno	4	2	5
59	cucinare il banchetto	2	2	4
60	portare l'attenzione	3	3	3
61	annunciare la decisione	4	2	4
62	annunciare la cena	3	2	3
63	pagare la festa	2	2	2
64	portare il peso	2	3	3
65	pagare la pizza	4	4	5
66	organizzare la difesa	2	1	1
67	preparare la lasagna	2	5	5
68	preparare il pane	3	5	5
69	portare la firma	2	2	1
70	annullare il cenone	2	2	2
71	annunciare l'intenzione	4	2	4
72	prenotare il banchetto	3	2	3
73	annullare la condanna	1	1	1
74	annullare il merenda	2	1	2
75	portare la mano	4	2	4
76	annunciare il risultato	2	1	2
77	preparare la festa	3	2	4
78	pagare la gita	3	1	3
79	prenotare il pranzo	3	2	4
80	annunciare il cenone	2	2	2
81	prenotare il banchetto	2	2	4
82	portare il risultato	1	2	2
83	pagare il panino	5	3	5
84	portare la merenda	4	4	4
85	portare l'esempio	4	1	3
86	portare il frutto	4	4	5
87	organizzare il pranzo	3	2	5
88	preparare il viaggio	4	3	3
89	organizzare la giornata	4	3	5
90	prenotare il colazione	5	2	2
91	preparare il panino	4	4	5
92	pagare l'incontro	2	3	5
93	annunciare il banchetto	2	1	2
94	prenotare il posto	3	2	3
95	confezionare la cena	2	4	4
96	organizzare il banchetto	3	3	3
97	annullare l'effetto	3	2	2
98	organizzare l'apertivo	4	2	3
99	confizionare il pacco	3	5	4
100	confizionare il pranzo	3	4	3
101	confizionare la camicia	2	4	4
102	confizionare l'abito	1	4	5
103	pagare la visita	3	4	5
104	annullare il colazione	3	2	1
105	confizionare l'aperitivo	2	3	2
106	pagare il risotto	4	2	5
107	cucinare la ricetta	4	3	5
108	annullare la decisione	3	2	2
109	preparare la pasta	5	3	5
110	pagare il convegno	2	2	3
111	annunciare l'arrivo	4	2	5
112	annunciare il pranzo	3	2	3
113	preparare la pizza	2	4	5
114	cucinare il cenone	3	4	5
115	preparare il risotto	4	4	5
116	portare il nome	4	2	5
117	portare la arma	3	3	1
