	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	raccogliere l'acqua	2	3	3
1	aprire la scatola	3	4	3
2	raccogliere la frutta	2	3	3
3	raccogliere il grano	2	3	3
4	aprire il cassetto	3	4	3
5	regalare l'anello	2	4	3
6	regalare il biglietto	2	3	3
7	regalare la bottiglia	2	3	3
8	raccogliere il fiore	3	4	4
9	aprire la bottega	2	4	3
10	aprire il pacco	2	4	3
11	raccogliere la legna	1	4	3
12	regalare il fiore	3	4	3
13	aprire la busta	4	4	3
14	aprire il frigo	4	4	3
15	regalare la gioiello	3	4	4
16	aprire il portone	4	3	4
17	aprire la porta	5	5	4
18	regalare la foto	4	4	4
19	aprire il coperchio	2	3	3
20	regalare la collana	2	3	4
21	aprire la finestra	4	4	3
22	raccogliere l'erba	1	3	2
23	raccogliere la moneta	2	3	3
24	raccogliere la palla	3	4	3
25	aprire il portello	2	4	3
