	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	annullare il banchetto	3	4	4
1	organizzare il cenone	4	4	4
2	portare la cena	4	5	4
3	prenotare il merenda	3	4	4
4	cucinare la cena	5	5	5
5	annullare il decreto	3	3	2
6	prenotare la cena	3	3	4
7	organizzare la cena	4	4	4
8	confezione il vestito	2	3	3
9	annullare l'apertivo	4	3	4
10	organizzare la campagna	3	3	2
11	pagare la pasta	3	5	5
12	preparare il convegno	4	4	3
13	prenotare l'apertivo	4	4	5
14	organizzare il servizio	4	4	3
15	organizzare la spedizione	2	4	3
16	organizzare il merenda	3	4	4
17	annunciare il voto	5	3	5
18	preparare il colloquio	4	3	4
19	portare la colazione	4	4	4
20	annullare l'ordinanza	2	3	2
21	preparare la gita	3	3	2
22	annullare il pranzo	4	2	4
23	annunciare il ministro	2	3	4
24	prenotare il biglietto	4	4	4
25	cucinare la verdura	5	4	5
26	cucinare la merenda	4	4	5
27	pagare il pane	5	5	5
28	confezione il regalo	4	5	5
29	annunciare la battaglia	3	3	2
30	portare l'aperitivo	4	4	4
31	cucinare il cibo	5	5	5
32	prenotare l'aereo	5	4	5
33	organizzare il corso	5	3	4
34	prenotare il volo	5	4	5
35	annullare l'iscrizione	5	3	4
36	cucinare il piatto	4	4	3
37	annullare la cena	4	3	4
38	annunciare il presidente	3	3	2
39	preparare la visita	3	3	2
40	cucinare il pranzo	5	5	5
41	prenotare il cenone	5	4	4
42	annunciare il ritiro	3	3	2
43	cucinare la colazione	5	5	5
44	cucinare la carne	5	5	5
45	pagare la lasagna	3	5	4
46	confezionare la colazione	2	3	2
47	portare il pranzo	3	4	3
48	portare l'acqua	5	5	4
49	organizzare il colazione	2	3	3
50	pagare il viaggio	5	3	4
51	preparare l'incontro	5	3	3
52	prenotare l'albergo	5	4	4
53	organizzare l'azione	3	3	3
54	prenotare la camera	4	3	4
55	annunciare l'apertivo	2	2	1
56	confezione il prodotto	2	4	2
57	confezionare la merenda	2	4	2
58	prenotare il treno	4	3	4
59	cucinare il banchetto	4	5	4
60	portare l'attenzione	5	3	2
61	annunciare la decisione	4	2	2
62	annunciare la cena	4	2	4
63	pagare la festa	3	4	2
64	portare il peso	4	2	1
65	pagare la pizza	5	4	5
66	organizzare la difesa	2	3	1
67	preparare la lasagna	5	5	5
68	preparare il pane	5	5	5
69	portare la firma	1	1	1
70	annullare il cenone	5	3	4
71	annunciare l'intenzione	4	3	3
72	prenotare il banchetto	3	3	2
73	annullare la condanna	2	2	1
74	annullare il merenda	3	2	3
75	portare la mano	1	1	1
76	annunciare il risultato	4	2	3
77	preparare la festa	4	4	4
78	pagare la gita	4	3	4
79	prenotare il pranzo	5	3	4
80	annunciare il cenone	3	2	2
81	prenotare il banchetto	3	3	3
82	portare il risultato	3	2	2
83	pagare il panino	5	4	5
84	portare la merenda	5	5	5
85	portare l'esempio	5	3	3
86	portare il frutto	5	5	5
87	organizzare il pranzo	4	4	3
88	preparare il viaggio	5	4	3
89	organizzare la giornata	5	4	3
90	prenotare il colazione	5	4	5
91	preparare il panino	5	5	5
92	pagare l'incontro	3	3	2
93	annunciare il banchetto	3	3	3
94	prenotare il posto	3	3	2
95	confezionare la cena	1	3	1
96	organizzare il banchetto	3	4	3
97	annullare l'effetto	4	2	1
98	organizzare l'apertivo	3	3	4
99	confezione il pacco	4	5	4
100	confezionare il pranzo	3	4	2
101	confezione la camicia	3	4	2
102	confezione l'abito	3	4	2
103	pagare la visita	5	3	5
104	annullare il colazione	5	3	3
105	confezionare l'aperitivo	1	3	2
106	pagare il risotto	3	4	3
107	cucinare la ricetta	5	5	4
108	annullare la decisione	5	2	2
109	preparare la pasta	5	5	5
110	pagare il convegno	3	3	2
111	annunciare l'arrivo	4	4	3
112	annunciare il pranzo	3	3	4
113	preparare la pizza	5	5	5
114	cucinare il cenone	5	5	5
115	preparare il risotto	5	5	5
116	portare il nome	5	1	3
117	portare la arma	3	4	3
