	CONCETTI TARGET	familiarita'	concretezza	immaginabilita'
0	annullare il banchetto	3	3	3
1	organizzare il cenone	5	4	4
2	portare la cena	5	5	5
3	prenotare il merenda	1	1	1
4	cucinare la cena	5	5	5
5	annullare il decreto	2	2	2
6	prenotare la cena	5	4	5
7	organizzare la cena	5	5	5
8	confizionare il vestito	3	3	2
9	annullare l'apertivo	5	3	5
10	organizzare la campagna	2	2	2
11	pagare la pasta	1	1	1
12	preparare il convegno	3	3	3
13	prenotare l'apertivo	3	3	3
14	organizzare il servizio	4	3	3
15	organizzare la spedizione	2	2	2
16	organizzare il merenda	5	5	5
17	annunciare il voto	4	4	4
18	preparare il colloquio	4	4	4
19	portare la colazione	5	5	5
20	annullare l'ordinanza	3	3	4
21	preparare la gita	5	4	5
22	annullare il pranzo	5	4	5
23	annunciare il ministro	1	1	2
24	prenotare il biglietto	5	5	5
25	cucinare la verdura	5	5	5
26	cucinare la merenda	5	5	5
27	pagare il pane	5	5	5
28	confizionare il regalo	4	4	5
29	annunciare la battaglia	1	1	1
30	portare l'aperitivo	4	4	4
31	cucinare il cibo	5	5	5
32	prenotare l'aereo	5	5	5
33	organizzare il corso	5	4	4
34	prenotare il volo	5	5	5
35	annullare l'iscrizione	5	4	5
36	cucinare il piatto	3	3	3
37	annullare la cena	5	4	5
38	annunciare il presidente	1	1	1
39	preparare la visita	4	4	4
40	cucinare il pranzo	5	5	5
41	prenotare il cenone	4	3	4
42	annunciare il ritiro	2	2	2
43	cucinare la colazione	3	3	3
44	cucinare la carne	5	5	5
45	pagare la lasagna	3	3	3
46	confizionare la colazione	2	2	2
47	portare il pranzo	4	4	4
48	portare l'acqua	5	5	5
49	organizzare il colazione	3	3	3
50	pagare il viaggio	5	5	5
51	preparare l'incontro	5	4	5
52	prenotare l'albergo	5	5	5
53	organizzare l'azione	2	3	2
54	prenotare la camera	5	5	5
55	annunciare l'apertivo	1	1	1
56	confizionare il prodotto	4	3	2
57	confezionare la merenda	2	3	2
58	prenotare il treno	5	5	5
59	cucinare il banchetto	3	4	3
60	portare l'attenzione	5	3	4
61	annunciare la decisione	4	4	4
62	annunciare la cena	3	3	3
63	pagare la festa	5	5	5
64	portare il peso	5	2	2
65	pagare la pizza	5	5	5
66	organizzare la difesa	2	2	2
67	preparare la lasagna	3	4	4
68	preparare il pane	4	5	4
69	portare la firma	5	5	5
70	annullare il cenone	4	4	4
71	annunciare l'intenzione	4	3	4
72	prenotare il banchetto	2	3	3
73	annullare la condanna	3	4	3
74	annullare il merenda	4	4	4
75	portare la mano	1	2	3
76	annunciare il risultato	5	3	4
77	preparare la festa	5	5	5
78	pagare la gita	5	4	5
79	prenotare il pranzo	5	4	5
80	annunciare il cenone	2	2	2
81	prenotare il banchetto	2	2	2
82	portare il risultato	5	3	3
83	pagare il panino	5	5	5
84	portare la merenda	5	5	5
85	portare l'esempio	5	3	4
86	portare il frutto	5	5	5
87	organizzare il pranzo	5	5	5
88	preparare il viaggio	5	5	5
89	organizzare la giornata	5	5	5
90	prenotare il colazione	2	3	2
91	preparare il panino	5	5	5
92	pagare l'incontro	5	5	5
93	annunciare il banchetto	2	3	3
94	prenotare il posto	5	5	5
95	confezionare la cena	2	4	2
96	organizzare il banchetto	4	3	3
97	annullare l'effetto	5	4	4
98	organizzare l'apertivo	5	5	5
99	confizionare il pacco	5	5	5
100	confizionare il pranzo	2	4	3
101	confizionare la camicia	3	4	3
102	confizionare l'abito	4	4	4
103	pagare la visita	5	5	5
104	annullare il colazione	5	5	5
105	confizionare l'aperitivo	1	2	1
106	pagare il risotto	4	5	5
107	cucinare la ricetta	5	5	5
108	annullare la decisione	5	4	5
109	preparare la pasta	5	5	5
110	pagare il convegno	5	5	5
111	annunciare l'arrivo	5	3	5
112	annunciare il pranzo	3	4	4
113	preparare la pizza	5	5	5
114	cucinare il cenone	5	5	5
115	preparare il risotto	4	5	5
116	portare il nome	5	1	2
117	portare la arma	3	4	4
